engine_temp,battery_voltage,speed_kmph,tire_pressure,fuel_level,vibration,mileage,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Energy_Consumption_Rate,Number_of_Neighbors,Error_Rate,CPU_Usage
91.16126848580502,12.920030735018287,62.54420843301213,34.107283593215676,53.931051622708026,0.13112338654189326,113430.08711318657,41.494795457907,0.6960890064527838,0.4754404080285458,97.93556494135008,-65.35526839824524,13.811687888363512,4.051651995775799,5,0.08852256723198265,34.6825631365955
83.77130610644006,13.915729382927177,63.33662105286948,29.44650284835938,40.574052424663016,1.4127120439934857,92545.59800122154,49.96625542589048,1.5548499209781115,1.1108926576594282,122.50869568829539,-58.748998968741525,16.938816327461247,6.023709546106981,8,0.057684201126713214,42.47896779671545
84.71144535522049,12.674199826197091,67.17542255795962,31.14623786010516,98.88584284395066,1.1276372685354894,113433.1090316676,61.906462747863415,0.7714518717068641,1.348563490782457,93.1361544900518,-58.7802340104575,17.369825786662098,4.6915172115441806,6,0.118436657365876,7.517666028341466
93.28276804316914,12.586384528223839,55.79015519179737,33.40061975881798,34.74859413736203,0.6839753310479031,97974.33784471272,54.446026682201406,1.2733667841006897,0.8767557136136246,118.52430804483186,-60.407613365508226,18.953430902103193,5.625630933646001,2,0.09047484470010944,40.95769016324058
97.69018283232984,12.28206892441028,36.980788352644154,27.8532195351837,54.508768141671105,1.1272497839205748,66992.56228260342,45.120885918542974,1.5743186747143576,0.9750683282113916,72.40763670422139,-61.787227114052136,15.214245425524785,5.389159195667928,3,0.0743401817743302,37.148418592598105
87.48262172941901,13.31417275463214,50.956833748955916,30.443390549195374,91.66095314392498,0.8715654517102263,90253.82596783711,57.348777860498174,0.46623354287286356,0.9375649428182381,64.61848190221764,-56.568407715216495,11.967114496306603,5.397927049946809,4,0.13789609249618098,31.85784596871792
84.46832512996986,11.379366329965464,53.00274492007414,31.934493459568003,95.99122418945879,1.3952182196902978,33907.12795693373,36.28098857068643,1.1467789660833145,0.8132051914796644,113.11801553059522,-61.59923761627422,20.80009112926394,4.700323351993213,5,0.07055665866306521,67.38611097433846
83.84567841783023,12.718137723598012,54.23108130476851,34.02874013003626,65.52274136325853,1.071636747707954,92100.44017385991,50.21271576736061,2.294781821009307,1.1281583085615055,103.10381367717959,-55.3917494403777,16.547294738418703,5.902277173786647,6,0.09679059114457511,44.629559303795205
91.48060138532288,13.449799937716625,49.62753845673544,32.652266044484236,75.86693864473152,0.9482118100177541,83502.87016675557,35.78189333258156,1.0613351579973977,1.0801379953034451,100.02410950724449,-52.579419857320175,13.502093815362013,4.395255335461787,7,-0.011911561666248599,68.0079748771081
85.80391238388681,13.633455574593311,58.929696400454425,32.02785858382589,96.13124156039872,1.209466994084077,81058.09976660131,49.72695460490068,1.033495358612436,1.6512828152493442,96.05323159385348,-64.05428755605169,17.32099268473851,4.004184605209771,9,0.11478122443735476,59.15324254383834
99.43092950605265,13.638832447894213,54.07606075761131,29.439141295007435,77.8281134561717,0.834908453846374,41555.48605087127,50.570131248970846,1.149376454182843,0.35445537960120854,94.70970317378779,-62.18359868020298,22.757381376197618,4.265826201221504,7,0.10706285700437317,22.73031161919268
87.89677338617321,12.719909479901515,79.0941664047013,34.09801845167378,48.182764863222836,1.4140274062442355,66388.6891293863,55.5623000940066,0.21840459565167147,1.0440379035956648,84.74550442867572,-56.977423368223164,27.689659592062764,3.8623143295751836,4,0.07501349119241847,54.64998474748332
94.06262911197099,12.87371592430342,58.8767195030917,30.574308434645673,72.54157564152014,1.6225782617875795,115626.30079859913,64.71170327493608,1.2332149912167631,0.7772588242905856,99.62582487108205,-64.17571450815012,25.586994079512305,7.6207930910299755,7,0.06960623696620911,56.382348998603455
88.82706433312427,13.314814420961806,46.172002690356635,31.63019572711402,58.59172491494891,0.5270823529047253,42279.577730105986,47.49166983544953,0.8738232489368563,1.2685114942228346,118.75140275253116,-60.00354297288323,14.258683556236909,6.274875041278722,7,0.1228843293026776,33.242203074394965
